,,,,,,
,,TOMMY JORDAN DBA JORDAN FARMS,1,,,1
,8740,JAY ANDERSON,1,1,,
,8752,SWJJ INC DBA SERNAK FARMS,1,1,,
,8758,LINDSKOV RANCH,2,2,,
,8765,BOX L FARMS,1,1,,
,8791,DIAMOND S FARMS,1,1,,
,8797,R & M POEPPEL INC,1,1,,
,8845,T & P HARVESTING LLC,1,1,,
,8874,BLUE RIDGE FISH HATCHERY,1,1,,
,8909,ALFRED G SLATE DBA SLATE FARMS,1,1,,
,8916,HOMESTEAD CATTLE CO LLC,1,1,,
,8940,RYAN WITTNEBEL FARMS,1,1,,
,8980,MCCABE AGRIBUSINESS INC,1,1,,
,9027,N&L FARMING LLC,1,1,,
,9038,SHARIDEN FARMS PARTNERSHIP,1,1,,
,9040,SEVEN SPRINGS FARMS,1,1,,
,9075,DEANS NURSERY,1,1,,
,9090,BUCK CREEK HOPS LLC,1,1,,
,9103,S & P MCKINVEN FARMS INC,1,1,,
,9110,MOLITOR BROS FARM,1,1,,
,9111,BOYD & JERRY JONES DBA JONES FARM,1,1,,
,9133,AUTUMN RIDGE LANDSCAPING,3,3,,
,9165,LANDIS MCDONALD,1,1,,
,9179,BRUCE PAULSON,1,1,,
,9198,TEHANDON NURSERY,1,1,,
,9218,H & D FARMS INC,2,2,,
,9224,L & K TREE & SHRUB INC,1,1,,
,9234,STOREY FARMS,1,1,,
,9252,CURL FARMS,1,1,,
,,MARSHALL CRAFT FARMS LLC MARSHALL,1,,,1
,9263,BRODAL FARMS LTD,1,1,,
,9278,DE SU HOLSTEINS LLC,1,1,,
,9328,BARLOW FARMS,1,1,,
,9378,A & T FARMS,1,1,,
,9483,FAR AWAY FARMS LLC,1,1,,
,9506,DANNY VOYLES FARMS,1,1,,
,9512,JOHNSON NURSERY CORP,2,2,,
,,TC FARMS,1,1,,
,9528,ROBERT K ARTZ,1,1,,
,9549,CROMWELL S PRODUCE LLC,1,1,,
,9567,CLW FAMILY LLP,2,2,,
,9569,ADAMS FARMS,1,1,,
,9604,V VALENCIA HARVESTING INC,5,6,,1
,9605,FAULKNER FARMS LLC,1,1,,
,9647,BRADLEY K MOBERG AND ERIC MOBERG,1,1,,
,9691,PAUL ANDERSON,1,1,,
,9692,JOSEPH HEBERLE FARMS,1,1,,
,,T BAR C FARMS LLC,2,2,,
,9739,(blank),1,1,,
,9742,WATERFOWL FARMS INC,1,1,,
,9745,JAMES AND VIRGINIA KNAPP,1,1,,
,9760,(blank),1,1,,
,9799,MONTCALM COUNTY GROWERS ASSN LLC,1,1,,
,9800,NORTHERN PLAINS FEEDERS LLP,1,1,,
,9811,RSB FARMING,1,1,,
,9815,GREG HUTCHISON,1,,,1
,,MCCULLAR PEACH ORCHARDS,1,1,,
,9839,MATTHEWS RIDGEVIEW FARMS,3,3,,
,9853,(blank),1,1,,
,9856,BSS FARMS,1,1,,
,9865,LAZY ARROW FARMS,1,1,,
,9870,LEHIGH VALLEY HOME & GARDEN CENTER,1,1,,
,9879,HEAD BROTHERS FARM LLC,1,1,,
,9901,PHIL PIRANI FARMS INC,1,1,,
,9906,ZINGLER FARMS INC,1,1,,
,9911,RIVAHVIEW FARMS,1,,,1
,9923,WELSTAD FARMS,2,1,,1
,9929,JAN ENTERPRISES LLC,1,1,,
,9941,HOCUTT BROTHERS INC,1,1,,
,,"HOCUTT BROTHERS, INC.",1,1,,
,9942,DAVID BLASEY FARMS,1,1,,
,9955,LINCOLN COUNTY FEEDYARD,2,2,,
,9981,KSG FARMS,1,1,,
,9994,WF PARTNERSHIP,2,2,,
North Carolina Total,,,648,646,6,43
North Dakota,,LEIF JELLESED FARM,1,1,,
,,VOLK HONEY LLC,1,1,,
,146,FOUR STAR AG,,1,,
,288,LARRY DOLL FARM,1,1,,
,328,ROBERT MARTIN FARMS,1,1,,
,329,SQUARE BUTTE FARM,1,1,,
,351,RYAN WEINLAEDER FARM,1,,,1
,437,GEORGE BROWN FARMS,1,1,,
,440,OWAN FARMS,1,1,,
,448,JOHN WEINAND FARM,1,1,,
,499,GALEN SCHERESKY FARMS,1,1,,
,554,LIONEL DOLL FARM,1,1,,
,570,GRAND RIVER HONEY CO INC,1,1,,
,755,WES DOEPKE,1,1,,
,944,KEVIN BRYL,1,1,,
,991,KELLY HERBERHOLZ,,1,,
,992,GREG VANBEEK,1,1,,
,1032,MERTZ FARMS JV,1,1,,
,1093,STEVE ERFLE FARMS,1,1,,
,1094,MIKE ERFLE FARM,1,1,,
,1126,MOUNTAIN AVE BEES INC DBA GARRISON,1,1,,
,1155,MIKAL SCHOLLMEYER FARMS,1,1,,
,1291,MILO WISNESS FARM,1,1,,
,1301,KELLY & PATRICK HALL,1,1,,
,1304,WEINLAEDER SEED CO,,1,,
,1314,ZENKER FARMS INC,1,1,,
,1390,LEVI BOEHM FARMS,1,,,1
,1586,DAKOTA WEST FARMS,1,1,,
,1700,RANDY S BARNYARD SERVICE,1,1,,
,1743,MONTE BERTSCH DBA JR S HARVESTING,1,,,1
,1852,BRIAN VCULEK FARM,1,1,,
,1870,HOLLMAN APIARIES,,,,1
,1882,SEA VIEW FARM LLP,1,1,,
,1910,FETCH HONEY AND BEES,1,1,,
,1919,NELSON FARMS,1,1,,
,1967,JAMES ARNOLD FARMS,1,1,,
,2033,WILLOW CREEK RANCH,2,2,,
,2052,LAND FARMING INC,1,1,,
,2054,SANDLAND RANCH,1,1,,
,2067,MATT PETERSON,1,1,,
,2076,HOGERVILLE DAIRY,1,1,,
,2206,TRACY HOHERZ FARM,1,1,,
,2253,BAKERS BRIDGE HONEY,1,1,,
,2326,DUSTY WILLOW DAIRY,1,1,,
,2352,HARLAN KELIN,1,1,,
,2403,GLENN HEUCHERT FARMS,1,,,1
,2410,ERIC & LYNN SCHMIESS,1,1,,
,2515,RICHARD WOODROW,1,1,,
,2683,BERNHOFT FARMS,1,1,,
,2685,(blank),1,,,1
,2698,JORDE CERTIFIED SEED CO,1,1,,
,2705,WHITMAN RANCH,1,1,,
,2806,TRIPLE H LLC,1,1,,
,2914,BOTNO BEE CO LLC,1,,,1
,,BOTNO BEE COMPANY LLC,1,1,,
,2941,HANSON FARMS,,1,,
,2980,SAUERESSING FARMS,1,1,,
,3016,WILLIAM ONGSTAD,1,1,,
,3045,HOVERSON BROTHERS,1,1,,
,3200,LKT CATTLE CO,1,1,,
,3323,KOKES AG SVCS,1,1,,
,3348,KENNETH MOGEN FARMS,1,1,,
,3555,ERLANDSON FARM PARTNERSHIP,1,1,,
,3639,AMUNDSON LAND & CATTLE,1,1,,
,3688,HELENA CHEMICAL CO,2,2,,
,3721,THOMPSON APIARIES,1,1,,
,3937,HART FARMS,1,1,,
,3995,LANCE DOLL FARM,1,1,,
,4010,GULLICKSON ANGUS INC,1,1,,
,4043,SICKLER FARM,1,1,,
,4106,DEAN GERVING FARMS,1,1,,
,4147,LAGODINSKI FARMS,1,1,,
,4206,DAWSON FARMS,2,1,,1
,4329,THOMAS VETTER,1,1,,
,4429,BUFFALO FARM SUPPLY,1,1,,
,4451,KIM HART,1,1,,
,4518,GREG QUARNE,1,1,,
,4576,DAKOTA HONEY LLP,1,1,,
,4598,PRESLER FARM SVC INC,1,1,,
,4693,BAR V RANCH LTD,,1,,
,4980,PRICE CATTLE RANCH LLP,1,1,,
,4995,PEERBOOM FARMS,1,1,,
,5027,PETER SHOCKMAN,1,1,,
,5200,CHARLES APIARIES,1,1,,
,5270,NEY WAY FARMS,1,1,,
,5295,R G S BEES,1,1,,
,5325,HENKE FARM,,,,1
,,RANDY HENKE DBA HENKE FARMS,1,1,,
,5366,HAMILTON BEES,1,1,,
,5403,DALE ZAHRADKA FARMS,1,1,,
,5433,MELIN FARMS,1,1,,
,5596,CELLEY FARMS,1,1,,
,5704,WECKERLY FARMS,1,1,,
,5864,BOB ANDERSON,1,1,,
,5868,JAMES LONGTIN FARM,1,1,,
,5895,DIANE SCHURR DBA KH INC FARMS,1,1,,
,6246,DONALD HEUCHERT FARM,1,1,,
,6280,JEFFREY HOCHHALTER,1,1,,
,6281,TOM MURPHY FARMS,1,1,,
,6373,GLENN GERVING,,1,,
,6525,(blank),1,1,,
,6562,ANDERSEN FARM,1,1,,
,6590,KTM FARM,1,1,,
,6707,VOLK HONEY LLC,1,1,,
,6771,RICHARD OLSON FARM,1,1,,
,6811,MACKRILL HONEY FARMS & SALES INC,1,1,,
,6843,BRIAN SCHMIESS,1,1,,
,7023,THOMAS SHEPHARD FARM,1,1,,
,7033,SZUDERA FARMS INC,1,1,,
,7129,DONALD K ZIMBLEMAN,1,1,,
,7163,KUSMENKO KUSTOM FARMING LLC,1,1,,
,,LARRY SIGNALNESS FARMS,1,1,,
,7215,HOVERSON FARMS,1,1,,
,7357,STRAMER FARMS,1,1,,
,7370,FEREBEE CROPS AND CATTLE LLC,2,2,,
,7398,MW MAXWELL HONEY LLC,1,1,,
,7410,GUNTER HONEY INC,1,1,,
,7447,TIM DOLL FARMS,1,1,,
,7500,MILTON ERICKSON FARMS,1,,,1
,7635,RYAN KADRMAS FARMS,1,1,,
,7811,DAVID GLINZ FARMS,1,1,,
,7865,BINA FARMS,1,1,,
,7932,JOE DUFNER FARMS,1,1,,
,8123,PERRY RODENBURG FARMS,1,1,,
,8439,KALIL FARMS INC,1,1,,
,8487,DAVID GUTHMILLER FARMS,1,1,,
,8495,(blank),1,1,,
,8554,GPH ENTERPRISES INC,1,1,,
,8598,R FARM INC,2,2,,
,8730,TERRY BERNHARDT FARMS,1,1,,
,8940,FRUEH FARMS,1,1,,
,8956,LANGTON HARVESTING,1,1,,
,9197,(blank),1,1,,
,9293,KRAFT HARVESTING,1,1,,
,9311,CHARLIE SORENSON,1,1,,
,9392,UNITED AGRONOMY LLC,2,2,,
,9400,DANIEL MILLER FARM PARTNERSHIP,1,1,,
,9439,SHANE OLSON,1,1,,
,9531,MIKE BRANDENBURG,1,1,,
,9888,LEWIS AND CLARK FEEDERS INC,1,1,,
,9908,NOYES APIARIES INC,1,,,1
,9910,LINDSETH BROTHERS,1,1,,
,9913,BRYAN GLASS FARMS,1,,,1
,9961,PAUL Q ANDERSON,1,,,1
,9967,TROFTGRUBEN FARMS,1,1,,
North Dakota Total,,,143,138,,13
Ohio,121,KILE FARMS,1,1,,
,605,STACHOWSKI ALPACAS LLC,1,1,,
,690,WHITEBARN ORGANICS LLC,1,1,,
,917,SCHULTE S PRODUCE LLC,1,,,1
,1601,RAINBOW FARMS NPO LLC,1,1,,
,2123,LANDSCAPE CREATIONS NURSERY LLC,1,1,,
,2234,WITTEN'S PRODUCE PATCH INC,1,1,,
,4605,RED ROCK NURSERY INC,1,1,,
,4989,KLOSTERMAN FARMS LLC,1,1,,
,5966,NORTH BRANCH NURSERY INC,1,1,,
,6568,HOMAN INC,1,1,,
,6801,LEUTY NURSERY LLC,1,1,,
,7454,HOLLAND PYKE LLC,1,1,,
,7576,T & D DAYTON NURSERIES INC,1,1,,
,7791,ANGIULI FARM,1,1,,
,7985,MADISON SHORE GROWERS LLC,1,1,,
,8242,STROPKEY NURSERIES INC,1,1,,
,8873,STRAUSBURG NURSERY,1,1,,
,8898,WILLOWAY NURSERIES INC,3,3,,
Ohio Total,,,21,20,,1
Oklahoma,434,K&K APPLICATION LLC,1,1,,
,452,3B FARMS PTN,1,1,,
,516,HUGHES HARVESTING LLC,1,1,,
,560,AR CONSTRUCTION LLC,1,1,,
,579,BLACKBERRY RANCH INC,1,1,,
,601,EICHELBERGER FARMS LLC,1,1,,
,746,PETE S GREEN S INC,1,1,,
,797,MAGILL HARVESTING,1,,,1
,822,FARMERS UNION COOP GIN HUMPHREYES,1,1,,
,,FARMERS UNION COOP GIN HUMPHREYS,1,1,,
,878,SFR SERVICES LLC,1,1,,
,887,FEGLEY FARM LLC,1,1,,
,892,STABEL TRUCKING,3,1,,2
,914,(blank),1,1,,
,960,MCLOUD FARM,1,1,,
,1260,OLSON FARMS,1,1,,
,1459,(blank),1,,,1
,1509,ROCKIN R HARVESTING LLC,1,1,,
,1599,ERIC & STEPH MAASKE GP,1,1,,
,1688,GARCIA S REGISTERED JERSEYS,1,1,,
,1717,K&C ACRES,1,1,,
,1751,F&F AG CONSTRUCTION LLC,2,1,,1
,1769,D&L FARMS,,1,,
,2033,PEPIN HEIGHTS ORCHARDS,1,1,,
,2176,BUHLER FAMILY LLP,1,1,,
,2225,WORRELL FARMS PARTNERSHIP,1,1,,
,2264,LEON MALSON FARM,1,1,,
,2387,GINTHER FARMS,1,1,,
,2610,(blank),1,1,,
,2615,HERNKE S INC,2,2,,
,2647,UNTIEDT S VEGETABLE FARM,1,1,,
,2673,KINZLER ROCKING K FARM,1,1,,
,2730,TRIPLE S FARMS,1,1,,
,2756,STEVE JANSA FARMS,1,1,,
,2762,BEKKER FARMS,1,1,,
,2822,(blank),1,1,,
,2851,LAKE CREEK FARMS,,1,,
,2996,MAH HOLDINGS LLP,1,1,,
,3011,RIVERSIDE FARMS,1,1,,
,3082,FRISCHE FARMS,1,1,,
,3406,CARNEY FARMS,1,1,,
,3499,(blank),1,1,,
,3514,ZACHER FAMILY FARM,1,1,,
,3585,WILTON H KUEHN III,1,1,,
,3736,STANLEY FARMS,1,1,,
,4087,BLUE CHIP FARMS,1,1,,
,4094,COTTON GROWERS COOP,1,,,1
,4117,KLC FARM,1,1,,
,4238,LANCE & SAHALA GAILLARD,1,1,,
,4249,C R TROUT,1,1,,
,4375,(blank),1,1,,
,4385,TRIANGLE H,1,1,,
,4500,W T WAGGONER ESTATE,1,1,,
,4509,HADER FARMS PARTNERSHIP,1,1,,
,4521,PINE TREE APPLE ORCHARD,1,1,,
,4677,(blank),1,1,,
,4679,(blank),1,1,,
,4876,BRAD MILLER RANCH LLC,1,1,,
,5026,RAY KINDRED,1,1,,
,5031,ONATAH FARMS,1,1,,
,5075,BT HARVESTING,1,1,,
,5206,L&B THEIS FARMS,1,1,,
,5379,A L BAUCOM CO INC,1,1,,
,5629,D&A FARMS,1,1,,
,5669,FARMERS COOPERATIVE EXCHANGE,1,1,,
,5706,CHUCK HURT SWATHING & BALING,,1,,
,5730,FARMERS COOP MILL AND ELEVATOR,1,1,,1
,5829,JONES FARM,1,1,,
,5831,CLF INC,1,1,,
,5842,(blank),1,1,,
,5843,(blank),1,1,,
,5893,FRISCHE BROS FERTLIZER INC,1,1,,
,5979,TEGGS HORSE FARM,,,,1
,6064,(blank),1,1,,
,6178,JENEHR FAMILY FARM,1,1,,
,6188,SOUTHWOOD LANDSCAPE & NURSERY CO I,,1,,
,6417,THURMAN HARVESTING INC,1,1,,
,6529,VULGAMORE LAND & CATTLE CO INC,3,3,,
,6625,OZARK FARMS,1,,,1
,6651,ANDRESEN FARMS,1,1,,
,6771,TODD GOVEN FARMS INC,1,,,1
,6778,A&T FARMS INC,1,1,,
,6818,4 CORNERS FARM,1,1,,
,6909,BRYAN AND LAVONNE KROEKER,1,1,,
,6913,SORG FARM PARTNERSHIP,1,1,,
,6929,(blank),1,1,,
,7118,DOUBLE H FARMS INC,1,1,,
,7141,WILSON HARVESTING,1,1,,
,7227,YACKLEY RANCHES,1,1,,
,7339,WOLF HARVESTING,1,1,,
,7397,WASHITA COTTON,,1,,
,7471,STONEY BROOK FARMS INC,1,1,,
,7509,JESS MARK NICHOLS FARM INC DBA NIC,1,1,,
,7594,WICKSTRUM CATTLE LLC,,1,,
,7723,AANSTAD FARM,1,1,,
,7823,MEINKE CUSTOM COMBINING,1,1,,
,7955,(blank),1,1,,
,8189,ANDERSON HARVESTING LLC,1,1,,
,8247,TRIPLE B TRUCKING,3,2,,1
,8294,STONE BLUFF CELLARS PONCA CITY LLC,1,1,,
,8390,COX FARMS,1,1,,
,8449,PLYMOUTH VALLEY CELLARS,1,1,,
,8495,THE GARDEN S EDGE,1,1,,
,8513,(blank),1,1,,
,8520,BROWN HARVESTING,1,1,,
,8541,ROBERT W WRIGHT TRUST,1,1,,
,8569,BROWN FARMS,1,1,,
,8599,MEIDINGER FARMS,1,1,,
,8723,STEVEN HEGER,1,1,,
,8985,LAMBLEY FARMS,5,4,,1
,9023,WILLIAM STANLEY FARMS,1,1,,
,9066,(blank),1,1,,
,9117,SHEPHERD HARVESTING,1,1,,
,9170,HANSON GRAIN FARMS INC,1,1,,
,9193,DAVE PRINCE TRANSPORT LTD,1,1,,
,9261,NEWGARD FARMS,1,1,,
,9384,NELSON FARMS,2,1,,1
,9412,(blank),2,1,,1
,9441,ROGER ENTZ,1,1,,
,9583,DEPOT MARKET,1,1,,
,9628,NIKOLAISEN LLP,1,1,,
,9632,MERTENS FARMS,1,1,,
,9647,JUSTIN AND AMY ABERNATHY JV,1,1,,
,9648,JKD INC,1,1,,
,9815,HAAS FARMS,1,1,,
,9887,WOOD FLYING INC,1,1,,
,9915,(blank),1,1,,
,9941,(blank),1,1,,
Oklahoma Total,,,135,129,,14
Oregon,1398,TOWNSEND FARMS INC,1,1,,
,3636,AVALON ORCHARDS INC,1,1,,
,4810,FROERER FARMS,2,2,,
,5315,CAL FARMS INC,1,1,,
,5827,HUFFORD ESTATE,1,1,,
,6297,SIRI AND SON FARMS INC,2,2,,
,7639,CSS POTATO FARMS LLC,1,1,,
,9234,ADVANCED ORNAMENTALS INC,1,1,,
Oregon Total,,,10,10,,
Pennsylvania,13,FEENEY S WHOLESALE NURSERY,1,1,,
,425,CHERRY HILL ORCHARDS INC,1,1,,
,1192,GEORGE GODWIN DBA GODWIN S NURSERY,1,1,,
,3752,REID S ORCHARD & WINERY,1,1,,
,4369,WEXFORD FARMS INC,1,1,,
,5347,ADAMS COUNTY NURSERY INC,1,1,,
,5934,LORY FRUIT FARMS INC,1,1,,
,6118,KEMMERER FARMS LLC,1,1,,
,6638,DILLER NURSERY INC,2,2,,
,6923,GEISSLER TREE FARMS INC,1,1,,
,6995,SIMMONS FARM INC,1,1,,
,7126,JANOSKI FARMS INC,1,1,,
,7329,SAI FRESH FARMS INC,1,,,1
,7418,PARADOCX VINEYARD LTD,1,1,,
,7922,HF LLC,1,1,,
,7946,EATON FARMS PRODUCTION LLC,1,1,,
,8659,KUHN ORCHARDS LLC,1,2,,
,8942,HUBER NURSERIES,1,1,,
,9520,BEECHWOOD ORCHARDS INC,1,1,,
Pennsylvania Total,,,20,20,,1
South Carolina,193,BERRY PLANTATION INC,1,1,,
,411,TITAN PEACH FARMS INC,1,1,,
,614,GREEN ACRES TURF FARM LLC,1,1,,
,1127,DEL VALLE FRESH INC,1,1,,
,1182,COTTON HILLS FARM LLC,1,1,,
,1697,ONSITE AG SVCS INC,1,1,,
,1863,RICKENBAKER GIN INC,1,1,,
,2020,COTTON HOPE ORCHARDS INC,1,1,,
,2631,CAROLINA FARMS & HARVESTING INC,1,1,,1
,,"CAROLINA FARMS & HARVESTING, INC.",1,1,,
,2807,JOLLEY S AAA FARMS,1,1,,
,3189,DWIGHT STEVENS,1,1,,
,3830,PALOMA HARVESTING INC,2,2,,1
,4107,SPRINGS FARM,1,1,,
,5052,PALLMAN ENTERPRISES INC DBA PALLMA,1,,,1
,5075,COSTA LAYMAN LLC,1,1,,
,,TOWNSEND COMPANIES LLC,1,1,,
,5109,NIMMER TURF & TREE FARM INC,,1,,
,5148,JERROLD A WATSON & SONS,2,2,,
,5708,S&R TURF & IRRIGATION EQUIPMENT LL,1,1,,
,5820,FRANK M SENN AND SONS,,,,1
,5931,CULLER HOLSTEIN GIN INC,,1,,
,6090,CHAPPELL FARMS INC,1,1,,
,6225,TRIPLE C FARMS,1,1,,
,6506,C S MCLEOD FARMS INC,2,2,,
,6903,TITAN FRUIT AND VEGETABLE CO,,1,,
,7059,CROWN ORCHARD CO LP LLP,1,1,,
,7193,GEARY C JOLLEY FARMS,1,1,,
,7735,LANDA INVESTMENTS LLC,1,1,,
,7803,BOONE HALL FARMS,,1,,
,8028,HOOD FARMS,1,1,,
,8099,COOSAW AG LLC,2,2,,
,,"COOSAW AG, LLC",1,1,,
,8316,DIXIE BELLE INC,1,1,,
,9307,PE AND J INC,1,1,,
,9767,PHIL SANDIFER & SONS FARMS,2,1,,1
South Carolina Total,,,36,38,,5
South Dakota,105,GARY HOFER FARMS,1,1,,
,228,ERICKSON S CUSTOM HARVESTING & TRU,1,1,,
,371,ELSEN HOMESTEAD FARM,1,1,,
,461,B&B HARVESTING,1,1,,
,504,JOHN WIECZOREK HARVESTING,1,1,,
,806,AJB PARNERSHIP,1,1,,
,859,ROCKY WIECZOREK HARVESTING,1,1,,
,995,HRK ACRES LLC,1,1,,
,1030,J&N HAEFNER INC,1,1,,
,1529,MUNDT FARM PTN,1,1,,
,1596,MARCHUK HONEY,1,1,,
,1985,BROKEN ANVIL INC,1,1,,
,2142,JUSTIN JESCHKE,1,1,,
,2924,BTB AG LLC,2,3,,
,3280,STAHLMAN APIARIES INC,1,1,,
,3319,KENT SCHNEIDER,1,1,,
,3398,VERMONT LLC,1,1,,
,3504,WALLMAN FARMS,1,1,,
,3555,GISI PHEASANT FARMS LLC,2,2,,
,3856,GREGER BEE FARMS INC,1,,,1
,4002,CA APIARIES LLC,1,1,,
,4212,SOUTH BRANCH FARMS LLC,1,1,,
,4261,ROBERT VANDERPOL FARMS,1,1,,
,4270,DIAMOND W LAND AND CATTLE CO,1,1,,
,4388,GRANITE PEAK SHEEP CO,,,,1
,4472,HERMANN RANCH,1,1,,
,4767,EDWARD VAN BEEK DBA VAN BEEK HARVE,1,1,,
,5146,LAKE COUNTY DAIRY,,1,,
,5395,VAN KOOTEN AG SVC,1,2,,
,5465,TEXAS DAKOTA PARTNERS RANCH,1,,,1
,5485,BART RANDALL,1,1,,
,5612,PRO X BUILDERS INC,,,,1
,5710,TRI STATE AG SVCS LLC,1,1,,
,5920,CHAD AND RHONDA WOSJE,1,1,,
,6118,MARTIN J ANDERSON,1,1,,
,6207,SWENSON PARTNERSHIP,1,1,,
,6918,ADEE HONEY FARMS,1,1,,
,7081,JADA BULGIN HARVESTING,2,2,,
,7119,ANDREW DAHL FARMS,2,2,1,
,7122,EDINGER BROTHERS PARTNERSHIP,1,1,,
,7128,MACK LAND LLP,1,1,,
,7407,ALAN M AUGHENBAUGH,1,1,,
,7499,JOHN OLINGER,1,1,,
,8148,GROHS FARMS PARTNERSHIP,1,1,,
,8239,THREE M FARMS PARTNERSHIP,1,1,,
,8497,FRESZLER FARMS INC,1,1,,
,8578,OLINGER FARMS PARTNERSHIP,1,1,,
,8888,DAN VONEYE JR,1,1,,
,9602,AJAR FAMILY FARM LLC,1,1,,
South Dakota Total,,,50,51,1,4
Tennessee,6,SDR TOBACCO FARMS LLC,,,1,
,21,DANNY L WHITENER,1,1,,
,61,SDR TOBACCO FARMS LLC,1,,,1
,499,(blank),1,1,,
,626,(blank),1,1,,
,1193,TRIPLE S TABACCO FARMS LLC,1,1,,
,1248,H J T PACKAGING L L C,1,1,,
,1481,C D ELLIS PRODUCE,1,1,,
,1701,UNDERWOOD ACRES,1,1,,
,1796,CENTER HILL NURSERY,1,1,,
,2789,WOFFORDS NURSERY & TREE FARM LLC,1,1,,
,3794,DONALDSON PRODUCE,1,1,,
,3921,FARMAC INC,1,1,,
,3930,CROSSROAD SOD FARM LLC,1,1,,
,4166,RODRIGUEZ PRODUCE,1,1,,
,4647,CREEKRIDGE II LLC,1,1,,
,4708,TRI TURF SOD FARMS INC,1,1,,
,4723,SMOKY MOUNTAIN FARM,1,1,,
,4832,BLYTHEWOOD FARMS LLC,1,1,,
,4935,JEPSON FAMILY FARM PARTNERSHIP,1,1,,
,5113,TENNESSEED EROSION CONTROL,1,,,1
,5173,FREEDOM TREE FARMS,1,1,,
,5544,RIVERSIDE FUQUA FARMS LLC,1,1,,
,5567,RMR TOBACCO FARMS LLC,1,1,,
,6023,(blank),1,1,,
,6313,BAGGETT GRAIN INC,1,1,,
,6414,GEORGE S PLANT FARM,1,1,,
,7093,TRIVETT S NURSERY,1,1,,
,7406,WOFFORDS NURSERY OF CLARKSVILLE LL,1,1,,
,7572,FOUR SEASON NURSERY & GARDEN CTR L,1,1,,
,7759,(blank),1,1,,
,8148,VAUGHN NURSERY,1,1,,
,8312,G & C FARMS LLC,1,1,,
,8356,OXBOW FARMING PARTNERSHIP I,1,1,,
,8445,(blank),1,1,,
,8502,WRIGHT BROTHERS CONSTRUCTION CO LL,1,1,,
,8505,WRIGHT BROTHERS CONSTRUCTION CO LL,,1,,
,8613,K&K TOBACCO FARM LLC,2,2,,
,8953,THUMBS UP NURSERY,1,1,,
,9409,TIMS FAMILY FARM,2,2,,
,9630,DRY SHAVE MOUNTAIN NURSERY,1,1,,
,9722,BATTLE DITCH SOD FARM,1,1,,
Tennessee Total,,,42,41,1,2
Texas,,FARMHOUSE VINEYARDS LLC,1,1,,
,,TURNER POLLARD DBA LZ HAY,1,1,,
,97,D BAR RANCH,1,1,,
,134,PANHANDLE HARVESTING SVCS LLC,1,1,,
,139,M&M ARABIAN ENTERPRISES,1,1,,
,164,CRENWELGE RANCHES,,1,,
,225,LOS GUEVARAS,1,,,1
,271,JEFFERY ROPER FARMS,1,1,,
,462,MCINTYRE FLYING LLC,1,1,,
,737,RED S RUF FARM LLC,1,1,,
,904,TRIANGLE SPRAYING INC,1,1,,
,913,ROLLIN J FARMS,1,1,,
,1042,C SCOTT INC DBA RANCHO ENCINO,1,1,,
,1062,INTEGRATED AGRIBUSINESS SOLUTIONS,2,2,,
,1092,WETUSKI FARM AND RANCH,1,,,1
,1150,CARRIKER LAKE FARMS,,,,1
,1177,JOHN NOBLE,1,1,,
,1227,GARRETT ADMINISTRATIVE SVC LTD,2,2,,
,1229,DUBOSE PROPERTIES LLC DBA VAQUERO,1,1,,
,1230,SOUTHWEST AG FARMS LLC,1,1,,
,1276,PFISTER FARMS LLC,1,1,,
,1281,H BAR H FARMS,2,2,,
,1303,WEEKS RANCHES LLC,1,1,,
,1370,J SILVA CUSTOM HAULING AND FARM,1,1,,
,1395,HANSEN FARMS,1,1,,
,1402,ATKINSON PECAN CO LLC,1,,,1
,1420,COX ANGUS RANCH,1,1,,
,1479,COTTONMOUTH FARMS INC,1,1,,
,1480,BROKEN ARROW RANCH INC,1,1,,
,1495,BASSE ORCHARD & RANCH LLC,1,1,,
,1537,(blank),1,1,,
,1713,PIERTSJE VANDERLEI DBA FIVE STAR D,1,1,,
,1798,JEROME RAABE JR,1,1,,
,1837,TEXAS BEST HONEY INC,,1,,
,1899,TWIN COUNTY AIR AG INC,1,1,,
,1992,3C CATTLE COMPANY,1,1,,
,2052,T & R FARMS,1,1,,
,2075,BRISCOE RANCH INC,1,1,,
,2111,BERGER CATTLE CO,1,1,,
,2192,MATT ADAMS FARMS,1,1,,
,2194,FRANK FARMS,1,1,,
,2197,TWO S FARMS INC,,1,,
,2229,SALEM OPERATING JV,1,1,,
,2251,CC PERFORMANCE HORSES LLC,1,1,,
,2263,JEROME F HOELSCHER INC,1,,,1
,2278,FLORATECH INC,1,1,,
,2297,LIBERTY 3H RANCH LTD,1,1,,
,2342,JOURNEAY & JOURNEAY FARMS INC,1,1,,
,2344,AUTUMN VISTA OF TEXAS,1,1,,
,2345,GENESIS PROJECT,1,1,,
,2353,MIDKIFF DOUBLE S RANCH LTD,1,1,,
,2413,P&JY LIVESTOCK FARMS LLC,1,1,,
,2520,GOOD TIME FARMS,1,1,,
,2524,DAVID W STROOPE HONEY CO,1,1,,
,,HENRICHSON RANCHES LTD,1,1,,
,2574,CUCARACHA CATTLE CO LLC,1,1,,
,2580,D BRANDON SMITH,1,,,1
,2702,MCPEAK ORCHARDS,1,,,1
,2781,SJ RANCH LLC,1,1,,
,2859,RD GUETERSLOH FARM,1,1,,
,2927,KUIPER DAIRY LLC,1,1,,
,2932,CUATE TRUCKING LLC,1,1,,
